GLOBAL
0,011232
0,01024
0,026656
0,021472
0,020448
0,009216
0,048096
0,026656
0,062464
0,009184
0,010272
0,011296
0,016384
0,022528
0,055296
0,026624
0,01024
0,02864
0,06144
0,026624
0,0256
0,041984
0,032768
0,038912
0,044064
0,056288
0,028672
0,009216
0,010272
0,021504
0,009216
0,01024
0,01024
0,010208
0,02768
0,010208
0,010272
0,010272
0,009184
0,053248
0,01024
0,02864
0,009248
0,01024
0,009216
0,009216
0,011264
0,010272
0,014336
0,01024
0,01024
0,01024
0,036832
0,009216
0,009216
0,009216
0,009216
0,01024
0,024576
0,025568
0,054304
0,04096
0,01024
0,01024
0,012288
0,029696
0,027648
0,01536
0,01024
0,027648
0,01024
0,011264
0,023552
0,027648
0,023552
0,022528
0,00512
0,027648
0,01024
0,028672
0,027648
0,027648
0,009216
0,01024
0,011264
0,01024
0,01024
0,011264
0,011264
0,01024
0,011264
0,01024
0,027648
0,027648
0,01024
0,031744
0,016384
0,016384
0,01024
0,016384
CONSTANT
0,075776
0,031744
0,022528
0,038912
0,023552
0,019456
0,03072
0,017408
0,022528
0,009248
0,02048
0,019456
0,026624
0,032768
0,023552
0,01024
0,03072
0,01024
0,026624
0,01024
0,012288
0,018432
0,01024
0,02048
0,01024
0,022528
0,011264
0,053248
0,003072
0,01952
0,017408
0,013344
0,015264
0,010272
0,016384
0,013216
0,01536
0,014336
0,023552
0,017408
0,012288
0,033792
0,023424
0,011264
0,022528
0,01024
0,038912
0,013312
0,04608
0,017408
0,019456
0,01536
0,027648
0,01024
0,01024
0,01024
0,014336
0,023552
0,009216
0,021504
0,044128
0,0328
0,011264
0,01024
0,003072
0,018432
0,019456
0,003072
0,016384
0,034816
0,0112
0,032768
0,003072
0,085088
0,0144
0,011264
0,01024
0,01024
0,033792
0,01024
0,031744
0,026624
0,01024
0,02048
0,029696
0,037888
0,017408
0,007168
0,013152
0,018432
0,01024
0,010368
0,009248
0,019456
0,011264
0,023552
0,011264
0,01024
0,01024
0,0256
SHARED
0,108544
0,022528
0,0256
0,026624
0,011264
0,027648
0,01024
0,01024
0,031744
0,026624
0,01024
0,0256
0,026624
0,009216
0,027648
0,01024
0,01024
0,048128
0,011264
0,009216
0,027648
0,01024
0,021504
0,01536
0,026592
0,027616
0,036864
0,009216
0,01024
0,009216
0,009216
0,010176
0,01024
0,027648
0,01024
0,014336
0,01024
0,01024
0,022528
0,026624
0,026624
0,009216
0,009216
0,010304
0,019456
0,031712
0,027648
0,026624
0,026592
0,011264
0,018432
0,043008
0,011232
0,01024
0,049152
0,062464
0,044032
0,045024
0,027648
0,009248
0,027648
0,026624
0,017408
0,023552
0,075776
0,013312
0,011264
0,009216
0,01024
0,026624
0,011232
0,010208
0,03072
0,013248
0,014336
0,01024
0,01024
0,031744
0,029696
0,013312
0,009216
0,01024
0,067584
0,034816
0,043008
0,027648
0,012288
0,030816
0,082016
0,035936
0,04096
0,031744
0,054272
0,02048
0,019456
0,045984
0,017408
0,022528
0,017408
0,024704
